TAG,Modbus_Slave,ShiftbitC,"Start shift bit","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,StartinAdd,"Starting Addr / Quantity","INT[2]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,Store1,"message received","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,Store1Count,"diagostic counter","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,Swapbuffer,"","INT[140]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,TableAddr,"Data Array Pointer","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,TargetByte,"Last byte in bit array","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,Temp4,"swap buffer","INT[1]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,TestArray,"read/modify write","INT[140]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,Test_return_high,"CRC return","SINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,Test_return_low,"CRC return","SINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,Timer6,"receive timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,Timer7,"for diagnostic","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,Trans_allbytes,"all bytes to be sent","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,Trans_Buffer,"","SINT[264]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,Trans_bytes,"total bytes to send before CRC","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,ubytes,"CRC bytes","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,uchaCRCHi,"Look-up map","SINT[256]","","(RADIX := Hex, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,uchaCRCLo,"Look-up map","SINT[256]","","(RADIX := Hex, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,uchCRCHi,"","SINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,uchCRCLo,"","SINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,uIndex,"CRC Index","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,uLoop,"CRC loop","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,uno,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,WordBoundary,"on word boundaries","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,WordCount2,"words effected","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,WordMaskE,"End Mask","INT[16]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,WordMaskS,"Start Mask","INT[16]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,WordQuant,"difference [end-start]","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,WordStart,"Word Start no offset","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,WordStartC,"Word Start with offset","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,WriteCoils,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,WriteFound,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,WriteOneCoil,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,WriteRegs,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,WriteSingleReg,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Modbus_Slave,write_serial_port,"","SERIAL_PORT_CONTROL","","(Constant := false, ExternalAccess := Read/Write)"
TYPE,SCOPE,ROUTINE,COMMENT,OWNING_ELEMENT,LOCATION
RCOMMENT,"Modbus_Slave","MainRoutine","$NAll information provided  - No Warranty or implied merchantability. $NRefer to the RSLogix 5000 End User License Agreement (EULA) in the Release Notes.$N$N","NOP()","0"
RCOMMENT,"Modbus_Slave","MainRoutine","$N********************************$NRevision History$N********************************$NRelease 1.0 initial release$N********************************$NRelease 2.0.0 Modified by Commercial Engineering$N$NModified multiple rungs that caused arithmetic overflow minor faults, no functional change.$NImproved documentation.$NModifications to allow for addressing of Coils and Registers up to 65,535. This change also increased the size of the program from about 49K to 327K. This size can be reduced if you only need to read a smaller number of Coils and Registers.$NRenamed tag array Mod_DataHoldReg4 to Mod_Data_HoldReg4, no functional change.$NRenamed tag array Mod_RangeHoldReg4 to Mod_Range_HoldReg4, no functional change.$NRenamed tag array Mod_Range_Cont1 to Mod_Range_Contacts1, no functional change.$NModified serial port User Protocol Read/Write buffer size from 140 to 280 characters.$NIncreased range of reads and writes to cover documented values of 1-2000 bit and 1-120 register.$NResolved multiple issues with bit reads and writes.$NRemoved input modules from I/O tree, no functional change.$N********************************","NOP()","1"
RCOMMENT,"Modbus_Slave","NodeThere","This rung does a read/modify/write of Coils0 back to itself only manipulating one bit at a time. Bit 15 is not done through the OR because if using an OR with an indirectly addressed Dest, if the Dest ends up negative after the OR is executed an arithmetic overflow will occur and cause a minor fault.","OTL(Mod_Data_Coils0[WordStartC].15)","42"
RCOMMENT,"Modbus_Slave","NodeThere","This rung does a read/modify/write of Coils0 back to itself only manipulating one bit at a time. Bit 15 is not done through the AND because if using an AND with an indirectly addressed Dest, if the Dest ends up negative after the AND is executed an arithmetic overflow will occur and cause a minor fault.","OTU(Mod_Data_Coils0[WordStartC].15)","43"
RCOMMENT,"Modbus_Slave","WriteCoils","This rung does a read/modify/write of Coils0 to TestArray so that you can write to individual bits in the Coils0 file. Bit 15 is not done through the MVM because if using an MVM with an indirectly addressed Dest, if the Dest starts out positive and after the MVM is executed ends up negative an arithmetic overflow will occur and cause a minor fault.","OTU(TestArray[WordQuant].15)","3"
